that	1.020000e-02
with	7.080000e-03
this	6.610000e-03
have	5.130000e-03
from	4.270000e-03
your	3.390000e-03
they	3.160000e-03
will	2.820000e-03
just	2.690000e-03
like	2.570000e-03
what	2.400000e-03
when	2.340000e-03
more	2.290000e-03
were	2.190000e-03
time	1.950000e-03
been	1.860000e-03
some	1.580000e-03
also	1.550000e-03
them	1.550000e-03
than	1.350000e-03
good	1.320000e-03
only	1.320000e-03
into	1.290000e-03
know	1.260000e-03
make	1.200000e-03
over	1.200000e-03
then	1.170000e-03
back	1.100000e-03
want	1.100000e-03
well	1.070000e-03
said	1.020000e-03
most	1.000000e-03
much	1.000000e-03
very	1.000000e-03
even	9.770000e-04
here	9.330000e-04
need	9.330000e-04
work	9.120000e-04
year	9.120000e-04
made	8.320000e-04
take	8.320000e-04
many	8.130000e-04
life	7.760000e-04
down	7.590000e-04
last	7.240000e-04
best	6.920000e-04
such	6.920000e-04
love	6.610000e-04
home	6.460000e-04
long	6.460000e-04
look	6.460000e-04
same	6.310000e-04
used	6.310000e-04
both	6.170000e-04
come	6.030000e-04
part	6.030000e-04
find	5.750000e-04
help	5.620000e-04
high	5.620000e-04
does	5.500000e-04
game	5.250000e-04
give	5.130000e-04
next	5.010000e-04
each	4.900000e-04
must	4.790000e-04
show	4.790000e-04
feel	4.680000e-04
sure	4.680000e-04
team	4.680000e-04
ever	4.570000e-04
keep	4.570000e-04
free	4.270000e-04
away	4.170000e-04
left	4.170000e-04
city	4.070000e-04
days	4.070000e-04
name	4.070000e-04
play	4.070000e-04
real	3.980000e-04
done	3.800000e-04
care	3.630000e-04
week	3.630000e-04
case	3.550000e-04
full	3.470000e-04
live	3.470000e-04
read	3.470000e-04
told	3.470000e-04
four	3.390000e-04
hard	3.390000e-04
mean	3.390000e-04
once	3.390000e-04
tell	3.390000e-04
seen	3.310000e-04
stop	3.310000e-04
call	3.240000e-04
head	3.240000e-04
took	3.240000e-04
came	3.160000e-04
side	3.160000e-04
went	3.160000e-04
less	3.090000e-04
line	3.090000e-04
says	3.090000e-04
open	3.020000e-04
shit	3.020000e-04
area	2.880000e-04
face	2.820000e-04
five	2.820000e-04
kind	2.820000e-04
hope	2.750000e-04
news	2.750000e-04
able	2.690000e-04
book	2.690000e-04
post	2.690000e-04
talk	2.630000e-04
fact	2.570000e-04
guys	2.570000e-04
half	2.570000e-04
hand	2.570000e-04
mind	2.570000e-04
body	2.510000e-04
food	2.510000e-04
true	2.510000e-04
fuck	2.450000e-04
lost	2.450000e-04
room	2.450000e-04
else	2.400000e-04
girl	2.400000e-04
john	2.400000e-04
nice	2.340000e-04
yeah	2.340000e-04
idea	2.290000e-04
past	2.290000e-04
move	2.240000e-04
wait	2.240000e-04
data	2.190000e-04
late	2.190000e-04
stay	2.140000e-04
deal	2.090000e-04
soon	2.090000e-04
turn	2.090000e-04
form	2.040000e-04
fire	2.000000e-04
easy	1.950000e-04
near	1.950000e-04
plan	1.950000e-04
west	1.950000e-04
kids	1.910000e-04
list	1.910000e-04
meet	1.860000e-04
type	1.860000e-04
baby	1.820000e-04
song	1.820000e-04
word	1.820000e-04
gave	1.780000e-04
gets	1.780000e-04
self	1.780000e-04
cost	1.740000e-04
held	1.740000e-04
main	1.740000e-04
road	1.740000e-04
town	1.740000e-04
fine	1.700000e-04
hear	1.700000e-04
rest	1.700000e-04
term	1.700000e-04
wife	1.700000e-04
date	1.660000e-04
goes	1.660000e-04
land	1.660000e-04
miss	1.660000e-04
shot	1.660000e-04
site	1.660000e-04
eyes	1.620000e-04
club	1.580000e-04
died	1.580000e-04
film	1.580000e-04
knew	1.580000e-04
lead	1.580000e-04
dead	1.550000e-04
hold	1.550000e-04
star	1.550000e-04
test	1.550000e-04
view	1.550000e-04
hour	1.510000e-04
wish	1.510000e-04
gold	1.480000e-04
gone	1.480000e-04
king	1.480000e-04
bank	1.450000e-04
east	1.450000e-04
park	1.450000e-04
role	1.450000e-04
sent	1.450000e-04
bill	1.410000e-04
cool	1.410000e-04
rate	1.380000e-04
save	1.380000e-04
blue	1.350000e-04
fall	1.350000e-04
fast	1.350000e-04
felt	1.350000e-04
size	1.350000e-04
step	1.350000e-04
page	1.320000e-04
paid	1.320000e-04
upon	1.320000e-04
hate	1.290000e-04
send	1.290000e-04
vote	1.290000e-04
hell	1.260000e-04
lord	1.260000e-04
born	1.230000e-04
damn	1.230000e-04
kill	1.230000e-04
poor	1.230000e-04
code	1.200000e-04
door	1.200000e-04
hair	1.200000e-04
lose	1.200000e-04
pick	1.200000e-04
race	1.200000e-04
seem	1.200000e-04
sign	1.200000e-04
walk	1.200000e-04
loss	1.170000e-04
ones	1.170000e-04
safe	1.170000e-04
army	1.150000e-04
goal	1.150000e-04
huge	1.150000e-04
okay	1.150000e-04
ways	1.150000e-04
base	1.120000e-04
deep	1.120000e-04
mark	1.120000e-04
pass	1.120000e-04
risk	1.120000e-04
ball	1.100000e-04
card	1.100000e-04
dark	1.100000e-04
mine	1.100000e-04
note	1.100000e-04
wall	1.100000e-04
boys	1.070000e-04
fans	1.070000e-04
pain	1.070000e-04
rock	1.070000e-04
cold	1.050000e-04
anti	1.020000e-04
beat	1.020000e-04
text	1.020000e-04
join	1.000000e-04
kept	1.000000e-04
sort	1.000000e-04
drop	9.770000e-05
fair	9.770000e-05
feet	9.770000e-05
link	9.770000e-05
sale	9.770000e-05
tour	9.770000e-05
jobs	9.550000e-05
sell	9.550000e-05
sold	9.330000e-05
wide	9.120000e-05
fear	8.910000e-05
lady	8.910000e-05
plus	8.910000e-05
unit	8.910000e-05
hurt	8.710000e-05
rule	8.710000e-05
none	8.510000e-05
ship	8.510000e-05
band	8.320000e-05
cash	8.320000e-05
lack	8.320000e-05
wear	8.320000e-05
luck	8.130000e-05
rich	8.130000e-05
skin	8.130000e-05
thus	8.130000e-05
fish	7.940000e-05
glad	7.940000e-05
grow	7.940000e-05
trip	7.940000e-05
cars	7.760000e-05
laws	7.760000e-05
male	7.760000e-05
spot	7.760000e-05
holy	7.590000e-05
lots	7.590000e-05
shop	7.590000e-05
sick	7.590000e-05
uses	7.590000e-05
cell	7.410000e-05
drug	7.410000e-05
foot	7.410000e-05
hall	7.410000e-05
mass	7.410000e-05
nine	7.410000e-05
heat	7.240000e-05
fell	7.080000e-05
ride	7.080000e-05
slow	7.080000e-05
tree	7.080000e-05
whom	7.080000e-05
